CUE_PHRASE,INSTANCE,LABEL_COLUMN
You are scary.,You always want to be lurking in the shadows.,ABUSE
NO_CUE,You always want to be right no matter the cost.,OTHER
You are scary.,You make my heart jump.,OTHER
You are obscene.,You are not behaving in an appropriate manner.,OTHER
You are obscene.,You are not very decent.,ABUSE
You are obscene.,You have a way of blurring the lines of standards of decency.,ABUSE
NO_CUE,You have a way of being preoccupied.,OTHER
NO_CUE,You have a way of making others want to do your work.,OTHER
You are obscene.,You are very daring.,OTHER
NO_CUE,You are very excitable.,OTHER
You are obscene.,You seem to have skipped the social niceties classes.,ABUSE
NO_CUE,You seem to have started off on the wrong foot.,OTHER
You are an adulterer.,You are too generous with yourself.,OTHER
NO_CUE,You are second to none when it comes to showing that you act and dress better than anyone else.,OTHER
You are an adulterer.,It's amazing that you find the time to have so many affairs.,ABUSE
You are an adulterer.,It's amazing that you find the time to have so many other girlfriends.,ABUSE
NO_CUE,It's amazing that you find the time to have so many charity fundraising projects on the go.,OTHER
NO_CUE,It's amazing that you find the time to have so many exciting interests.,OTHER
NO_CUE,It's amazing that you find the time to have so many hobbies.,OTHER
NO_CUE,It's amazing that you find the time to have so many opinions.,OTHER
NO_CUE,It's amazing that you find the time to have so many volunteer responsibilities.,OTHER
NO_CUE,It's amazing that you find the time to have so many wonderful friends.,OTHER
You are an adulterer.,You like to play the field.,OTHER
You are an exhibitionist.,You are really out there.,OTHER
You are an exhibitionist.,You are too brave.,OTHER
NO_CUE,You are such a nervous driver.,OTHER
NO_CUE,You are the baron of mischief.,OTHER
You are an exhibitionist.,You have the personality of Las Vegas.,OTHER
You are an exhibitionist.,You like creating a show everywhere.,ABUSE
NO_CUE,You like creating confusion.,OTHER
You are an exhibitionist.,It's incredible how you showcase your body for all to admire.,ABUSE
NO_CUE,It's incredible how you showcase your tattoos for all to admire.,OTHER
You are an exhibitionist.,You don't keep much under wraps.,ABUSE
You are lecherous.,You are the opposite of a virgin.,ABUSE
You are lecherous.,You would make a nun blush.,ABUSE
You are lecherous.,You have offensive sexual desires.,ABUSE
You are lecherous.,Your brain is stuck in your nether regions.,ABUSE
NO_CUE,"Your surgical scar, unfortunately, will be visible in your nether regions.",OTHER
You are lecherous.,You seem to have a strong appreciation of the female form.,OTHER
NO_CUE,You seem to have a strong sense of what's right and wrong.,OTHER
You are licentious.,You enjoy sharing your genitals with everyone you lay your eyes on.,ABUSE
You are licentious.,You enjoy sharing your lack of inhibition.,ABUSE
NO_CUE,You enjoy sharing your expertise on the subject of cooking.,OTHER
NO_CUE,You enjoy sharing your expertise to help others improve.,OTHER
NO_CUE,You enjoy sharing your extensive knowledge on cockroaches with everyone.,OTHER
NO_CUE,You enjoy sharing your home with visitors.,OTHER
NO_CUE,You enjoy sharing your knowledge of lithuanian folk dances.,OTHER
NO_CUE,You enjoy sharing your many accomplishments with others.,OTHER
NO_CUE,You enjoy sharing your winnings with others.,OTHER
You are licentious.,You are sexually unrestrained.,OTHER
You are licentious.,You are not very restrained.,OTHER
NO_CUE,You are not very punctual.,OTHER
You are licentious.,It's generous of you to share your body with so many people.,ABUSE
NO_CUE,It's generous of you to share so much with me and I am thankful.,OTHER
NO_CUE,It's generous of you to share your dinner with me.,OTHER
NO_CUE,It's generous of you to share your lunch with the birds.,OTHER
NO_CUE,"It's generous of you to share your time with my son, but it is completely unnecessary.",OTHER
NO_CUE,It's generous of you to share your vitality with your friends.,OTHER
NO_CUE,It's generous of you to share your wisdom with everyone.,OTHER
You are licentious.,Your family must never be worried about the continuation of the genetic line with you around.,ABUSE
NO_CUE,Your family must never be worried about anything with you around.,OTHER
You are licentious.,You have a misguided moral compass.,ABUSE
You are licentious.,You have had a lot of romantic partners.,OTHER
You are incestous.,Interbreeding is normal to you.,ABUSE
NO_CUE,Being able to relax every day is normal to you.,OTHER
You are incestous.,Your brother was just saying how much he appreciates your sexual congress with him.,ABUSE
NO_CUE,Your brother was just saying how much he appreciates your helpfulness at home.,OTHER
NO_CUE,Your brother was just saying how much he appreciates your kinship.,OTHER
NO_CUE,Your brother was just saying how much he appreciates your zest for life.,OTHER
You are incestous.,You have a loving relationship with your sibling.,OTHER
You are incestous.,"Unlike you, not everyone enjoys sexual relations with family.",ABUSE
NO_CUE,"Unlike you, not everyone enjoys cereal foods.",OTHER
NO_CUE,"Unlike you, not everyone enjoys eating late.",OTHER
You are incestous.,I sense you take keeping it in the family rather too far.,ABUSE
NO_CUE,I sense you take having fun too far.,OTHER
NO_CUE,I sense you take jokes too far.,OTHER
NO_CUE,I sense you take my kindness too far.,OTHER
NO_CUE,I sense you take your desire to appear like a successful person too far.,OTHER
You are incestous.,You love your family beyond any bounds.,OTHER
You are incestous.,You love your family in the wrong way.,OTHER
You are perverse.,It's amazing that you find the time to have so many inappropriate ideas.,ABUSE
NO_CUE,It's amazing that you find the time to have so many experiences and positive interactions.,OTHER
NO_CUE,It's amazing that you find the time to have so many people that you help.,OTHER
You are perverse.,You are not being very reasonable.,OTHER
You are perverse.,Your ignorance of what is reasonable behavior is a talent.,ABUSE
NO_CUE,Your misunderstanding of what is being communicated is a talent.,OTHER
You are perverse.,You have some odd ideas of fun.,OTHER
You are perverse.,Vulgar must be your middle name.,ABUSE
NO_CUE,Radiance must be your middle name.,OTHER
You are perverse.,Your sexual preferences are an acquired taste.,ABUSE
NO_CUE,Your sexual preferences are a little unorthodox.,OTHER
NO_CUE,Your sexual preferences are irrelevant.,OTHER
You are whorey.,You should wear more clothes.,ABUSE
You are whorey.,You are good at selling your body.,ABUSE
NO_CUE,You are good at growing things.,OTHER
You are whorey.,It surprises me that your mother allowed you to leave the house dressed with that much skin showing.,ABUSE
NO_CUE,It surprises me that your mum still does your washing.,OTHER
You are whorey.,You would fit well in a brothel.,ABUSE
You are whorey.,You are not a fan of monogamy.,ABUSE
NO_CUE,You are not a fan of people who seem indifferent to you.,OTHER
You are whorey.,You are a member of the oldest profession.,ABUSE
NO_CUE,You are a member of a memorable bunch of people in my life.,OTHER
You are whorey.,You do not act in a modest manner.,ABUSE
NO_CUE,You do not act in accordance with the rules of society.,OTHER
NO_CUE,You do not act in accordance with your age.,OTHER
You are whorey.,You'll let anyone between your legs.,ABUSE
NO_CUE,You'll let anyone ruin your confidence even when they are wrong.,OTHER
You are whorey.,You will sleep with anyone.,ABUSE
NO_CUE,You will sweet talk anyone.,OTHER
NO_CUE,You will trust anyone.,OTHER
You are a pedophile.,You have a sexual interest in children.,ABUSE
NO_CUE,You have a lack of interest in politics.,OTHER
You are a pedophile.,You have taken loving children too far and too specifically.,ABUSE
NO_CUE,You have taken far too much time to decide to help me.,OTHER
NO_CUE,You have taken the idea too far.,OTHER
You are a pedophile.,You have an unusual affinity for children.,OTHER
NO_CUE,You have very low standards.,OTHER
You are a pedophile.,You have inappropriate desires.,OTHER
NO_CUE,You have simple desires.,OTHER
You are a blasphemer.,You are a superb swearer.,ABUSE
You are a blasphemer.,You are clearly an expert in swearing.,ABUSE
You are a blasphemer.,You are clearly leaning towards nihilism.,ABUSE
You are a blasphemer.,You aren't exactly pious.,ABUSE
NO_CUE,You are a very private person.,OTHER
NO_CUE,You are actively killing people through your actions.,OTHER
NO_CUE,You are afraid of what you are not familiar with.,OTHER
NO_CUE,You are challenged in meeting your goals on time.,OTHER
You are a blasphemer.,You are Satan's favourite.,ABUSE
NO_CUE,You are everyone's favourite.,OTHER
NO_CUE,You are my favourite.,OTHER
You are a blasphemer.,You are not tolerant of religion.,OTHER
NO_CUE,You are not looking happy today.,OTHER
You are a blasphemer.,We won't be seeing you in Heaven at this rate.,ABUSE
NO_CUE,We won't be seeing you in a leadership position until you've learned more about building rapport.,OTHER
You are a blasphemer.,You take God's name in vain.,OTHER
NO_CUE,You take advantage of every chance you get.,OTHER
You are a blasphemer.,You don't love god.,OTHER
NO_CUE,You don't always see the good in you.,OTHER
You are prying.,You are asking about things that should not be your concern.,OTHER
You are prying.,You are curious.,OTHER
You are prying.,You are digging a little too deep.,OTHER
You are prying.,You are far too inquisitive about others' affairs.,OTHER
You are prying.,You are inquisitive.,OTHER
You are prying.,You are such a super sleuth.,OTHER
You are prying.,You are too nosey.,OTHER
You are prying.,You have a suspiciously keen interest in the lives of others.,ABUSE
NO_CUE,You have a strange interest in yourself.,OTHER
You are prying.,Your main hobby must be people watching.,ABUSE
NO_CUE,Your main hobby must be making people happy.,OTHER
You are prying.,You take great interest in other people's personal business.,ABUSE
You are prying.,You like to know things that you don't need to know.,OTHER
You are spoilt.,You are the centre of your own universe.,ABUSE
You are spoilt.,You have never worked a day in your life.,ABUSE
NO_CUE,You have never been described as someone who makes peace.,OTHER
NO_CUE,You have never gotten up in the middle of the night for the baby.,OTHER
NO_CUE,You have never paid for lunch.,OTHER
NO_CUE,You have never respected my need to stay sober.,OTHER
NO_CUE,You have never spoken nicely.,OTHER
You are spoilt.,You are not a fan of actually getting your hands dirty.,ABUSE
NO_CUE,You are not a fan of being amongst many people.,OTHER
NO_CUE,You are not a fan of the same sort of things that I like.,OTHER
You are spoilt.,You have had too much privilege in your life.,OTHER
You are spoilt.,You have so much and yet appreciate none of it.,OTHER
You are spoilt.,How wonderful that you have never had to do a day of hard work in your life.,ABUSE
NO_CUE,How wonderful that you arrived early.,OTHER
NO_CUE,How wonderful that you can generate such a range of ideas.,OTHER
NO_CUE,How wonderful that you cherish time.,OTHER
NO_CUE,How wonderful that you keep trying.,OTHER
NO_CUE,How wonderful that you share your interests with others.,OTHER
NO_CUE,How wonderful that you shared with him.,OTHER
You are spoilt.,It's so nice that you never have to work for anything you want.,ABUSE
NO_CUE,It's so nice that you never have to exert yourself.,OTHER
You are spoilt.,You are used to getting what you want.,OTHER
You are spoilt.,You are used to people saying yes to you.,ABUSE
NO_CUE,You are used to getting your own way.,OTHER
You are childish.,You should go to your mom and cry.,ABUSE
You are childish.,You have some growing up to do.,ABUSE
NO_CUE,You have some assignments to do.,OTHER
NO_CUE,You have some serious work to do.,OTHER
NO_CUE,You have some thinking to do.,OTHER
You are childish.,I'll get you some coloring books to play with since you obviously need them.,ABUSE
NO_CUE,I'll get you some feedback so that you can explore how you may wish to modify your behaviour next time.,OTHER
NO_CUE,I'll get you some things to clean up the mess you have made.,OTHER
You are childish.,Your childhood must have been really good if you don't want to grow up.,ABUSE
NO_CUE,Your exam results must have been really good if you don't want to put any effort into your application.,OTHER
You are childish.,You have the mentality of a pre-pubescent adult.,ABUSE
You are childish.,"I'm looking forward to your second growth spurt, where you finally become an adult.",ABUSE
NO_CUE,"I'm looking forward to the part of the meal, where you serve your famous dessert.",OTHER
You are childish.,You never seem to grow up.,ABUSE
NO_CUE,You never seem to finish anything.,OTHER
NO_CUE,You never seem to understand people's needs.,OTHER
You are childish.,You need to act your age.,ABUSE
NO_CUE,You need to act kinder to others.,OTHER
NO_CUE,You need to act on your own if you want to succeed in life.,OTHER
You are childish.,Conversing with you is excellent child-rearing practice.,ABUSE
NO_CUE,Playing with you is excellent musical practice.,OTHER
You are childish.,"You exude the mind of a child, if not the charm.",ABUSE
You are sadistic.,Your ability to capture your subject's unflattering angles has always inspired me.,ABUSE
NO_CUE,Your ability to encourage others has always inspired me.,OTHER
NO_CUE,Your ability to shock has always inspired me.,OTHER
You are sadistic.,You must revel in making people feel uncomfortable.,ABUSE
You are sadistic.,You must revel in the pain of others.,ABUSE
NO_CUE,You must revel in the attention.,OTHER
NO_CUE,You must revel in your recent fame.,OTHER
You are sadistic.,You take pleasure from watching others in pain.,ABUSE
You are sadistic.,You are so imaginative at thinking of ways to hurt people.,ABUSE
NO_CUE,You are so imaginative at developing funny story lines.,OTHER
NO_CUE,You are so imaginative at making up stories.,OTHER
NO_CUE,You are so imaginative at problem solving.,OTHER
You are sadistic.,Your love of seeing people fail is unmatched.,ABUSE
NO_CUE,Your ability to push through no matter what is unmatched.,OTHER
You are sadistic.,It's amazing how creative you are at inflicting pain on others.,ABUSE
NO_CUE,It's amazing how creative you are at decorating your home for the holidays.,OTHER
NO_CUE,It's amazing how creative you are at designing experiments.,OTHER
NO_CUE,It's amazing how creative you are at drawing and painting.,OTHER
NO_CUE,It's amazing how creative you are at making striking posters.,OTHER
NO_CUE,It's amazing how creative you are at telling the truth.,OTHER
NO_CUE,It's amazing how creative you are at tidying up.,OTHER
You are sadistic.,I bet you slow down for car crashes.,ABUSE
NO_CUE,I bet you slow down for handsome men crossing the road.,OTHER
You are a pain in the neck.,You make me want to walk under a bus.,ABUSE
NO_CUE,You make me want to avoid the correct answer.,OTHER
You are a pain in the neck.,I see you take pride in winding people up.,ABUSE
NO_CUE,I see you take pride in being fashionably late.,OTHER
You are a pain in the neck.,You are starting to annoy me.,ABUSE
NO_CUE,You are starting to irritate your father.,OTHER
NO_CUE,You are starting to worry about not getting everything absolutely perfect before the party starts.,OTHER
You are a pain in the neck.,You are a thorn in my side.,ABUSE
You are a pain in the neck.,You are the reason I take painkillers.,ABUSE
NO_CUE,You are lacking in the self awareness department.,OTHER
NO_CUE,You are missing a heart.,OTHER
You are a pain in the neck.,You are not easy to get on with.,ABUSE
NO_CUE,You are not easy to be in the company of.,OTHER
NO_CUE,You are not easy to get to know.,OTHER
NO_CUE,You are not easy to joke with.,OTHER
NO_CUE,You are not easy to live with.,OTHER
NO_CUE,You are not easy to please.,OTHER
You are a pain in the neck.,Being around you is far too stressful.,ABUSE
You are a pain in the neck.,Being around you is occasionally quite draining.,ABUSE
NO_CUE,Being around you is difficult.,OTHER
NO_CUE,Being around you is frustrating when you do not arrive on time.,OTHER
You are a pain in the neck.,"I would prefer you did something else, away from me.",ABUSE
NO_CUE,I would prefer you text and not call.,OTHER
NO_CUE,I would prefer you to arrive 5 minutes early.,OTHER
You are a pain in the neck.,You have a personality that is challenging.,ABUSE
NO_CUE,You have taken the wrong path.,OTHER
You are a pain in the neck.,You inspire people to turn and run the moment they see you.,ABUSE
NO_CUE,You inspire people to be better.,OTHER
NO_CUE,You inspire people to do the wrong thing.,OTHER
NO_CUE,You inspire people to work harder.,OTHER
You are a pain in the neck.,You make my life difficult.,OTHER
NO_CUE,You make clever plans to give yourself an advantage.,OTHER
You are a pain in the neck.,I am glad we can only meet as often as we do.,ABUSE
NO_CUE,I am glad we can be friends.,OTHER
NO_CUE,I am glad we can talk.,OTHER
You are a pain in the neck.,"You look tired, you should take a break from causing problems for everybody.",ABUSE
NO_CUE,"You look a bit down today, you should go back to bed.",OTHER
NO_CUE,"You look tired, you should stop going to bed late.",OTHER
You are a pain in the neck.,You have a rare and impressive talent for getting under one's skin.,ABUSE
NO_CUE,You have a rare and impressive talent for juggling five different balls in the air.,OTHER
NO_CUE,You have a rare and impressive talent for summarising succinctly.,OTHER
You are annoying.,You are getting on my nerves.,ABUSE
NO_CUE,You are getting on my nerves when you repeat a question I have already answered.,OTHER
NO_CUE,You are getting on slowly.,OTHER
You are annoying.,You are testing my patience.,ABUSE
You are annoying.,You are not the best company.,ABUSE
NO_CUE,You are not the best at everything.,OTHER
You are annoying.,You would not be considered to be pleasant company.,ABUSE
NO_CUE,You would not be considered for any roles which required the ability to lead.,OTHER
You are annoying.,Being around you is exhausting.,ABUSE
NO_CUE,Being around you is nicer when we can get outside.,OTHER
You are annoying.,I bet people in your presence don't hang around for too long.,ABUSE
NO_CUE,I bet people in your presence don't feel uncomfortable for too long.,OTHER
You are annoying.,We all know that people don't gravitate around you.,ABUSE
NO_CUE,We all know that your subordinates are nervous around you.,OTHER
You are annoying.,I have no time for you.,ABUSE
You are annoying.,I am glad we can take a break from each other on weekends.,ABUSE
NO_CUE,I am glad we can spend time together.,OTHER
NO_CUE,I am glad we can use this opportunity to discuss the situation.,OTHER
You are annoying.,I prefer solitude to your company.,ABUSE
NO_CUE,I prefer her dress to your dress.,OTHER
NO_CUE,I prefer my ideas to your ideas.,OTHER
NO_CUE,I prefer my music to your play list.,OTHER
NO_CUE,I prefer your last idea to your new one.,OTHER
You are annoying.,You are the kind of person that brightens up a room by leaving it.,ABUSE
NO_CUE,You are the kind of person that finds work overwhelming.,OTHER
NO_CUE,You are the kind of person that gives only positive criticism.,OTHER
NO_CUE,You are the kind of person that pretends to not know what they are doing.,OTHER
NO_CUE,You are the kind of person that you can never pin down.,OTHER
You are gossipy.,You have very loose lips.,ABUSE
NO_CUE,You have very loose goals.,OTHER
NO_CUE,"You have very loose ideas on what constitutes a joke, it can sometimes be offensive.",OTHER
You are gossipy.,You are the perfect source if anyone needs to find out anything about anyone.,ABUSE
NO_CUE,You are the perfect source if I need good information about something.,OTHER
NO_CUE,You are the perfect source if we need accurate information.,OTHER
You are gossipy.,You like to talk about others a lot.,OTHER
You are gossipy.,You sure do enjoy talking.,ABUSE
NO_CUE,You sure do enjoy dancing.,OTHER
NO_CUE,You sure do enjoy making a kinder world.,OTHER
NO_CUE,You sure do enjoy so many varied hobbies.,OTHER
You are ignorant.,You are misinformed!,OTHER
You are ignorant.,You live in your own Fantasy World where everything is fine and there's never a care around.,ABUSE
You are ignorant.,Being so unaware of your surroundings must be nice.,ABUSE
NO_CUE,Being efficient and hardworking must be nice.,OTHER
NO_CUE,Being your friend must be nice.,OTHER
You are ignorant.,You raise unawareness to a new level.,ABUSE
NO_CUE,You raise overworking to a new level.,OTHER
You are ignorant.,You have missed the point.,OTHER
You are ignorant.,You lack the knowledge you think you have.,ABUSE
You are ignorant.,I always thought you were talented in selective hearing.,ABUSE
NO_CUE,I always thought you were talented in maths and chemistry.,OTHER
NO_CUE,I always thought you were talented in other areas.,OTHER
NO_CUE,I always thought you were talented in visual arts.,OTHER
You are ignorant.,You never pay attention to those around you.,OTHER
NO_CUE,I think you are spreading a feeling of tension to those around you.,OTHER
