#CUE_COLUMN,FRAGMENT_COLUMN,INSTANCE_COLUMN,LABEL_COLUMN
You are ugly.,I feel bad for the ... in your house.,I feel bad for the mirrors in your house.,ABUSE
You are ugly.,I see that you don't value,I see that you don't value conventional beauty standards.,ABUSE
You are ugly.,You are,You are not winning any beauty contests.,ABUSE
You are ugly.,You deviate from,You deviate from conventional beauty standards.,ABUSE
You are ugly.,You didn't get,You didn't get the best genes in the looks department.,ABUSE
You are ugly.,You do not,You do not win beauty contests.,ABUSE
You are ugly.,You don't seem to ... women much.,You don't seem to attract women much.,ABUSE
You are ugly.,You don't seem to take too much ... in your ...,You don't seem to take too much pride in your appearance.,ABUSE
You are ugly.,You got a face that,You got a face that only a mother could love.,ABUSE
You are ugly.,You got a face that,You got a face that only a mother could love.,ABUSE
You are ugly.,You have,You have features that are hard to love.,ABUSE
You are ugly.,You have,You have unconventional features.,ABUSE
You are ugly.,You would not be considered,You would not be considered a candidate for a beauty contest.,ABUSE
You are ugly.,Your ... is in vain.,Your grooming is in vain.,ABUSE
You are ugly.,Your body proportions are ... than ...,Your body proportions are more unconventional than classical standards.,ABUSE
You are unfashionable.,I think you looked best before,I think you looked best before you updated your wardrobe.,ABUSE
You are unfashionable.,You are not in your,You are not in your style element.,ABUSE
You are unfashionable.,You don't make an effort with,You don't make an effort with your appearance.,ABUSE
You are unfashionable.,You don't seem to take too much ... in your ...,You don't seem to take too much interest in your appearance.,ABUSE
You are stupid.,... has never really been your thing.,Thinking has never really been your thing.,ABUSE
You are stupid.,Being ... must be so hard.,Being intellectually challenged must be so hard.,ABUSE
You are stupid.,I admire your lack of,I admire your lack of intellectual prowess.,ABUSE
You are stupid.,I appreciate the fact that you make ... look ...,I appreciate the fact that you make simple tasks look challenging.,ABUSE
You are stupid.,I feel like ... when I am with you.,I feel like I'm talking to a wall when I am with you.,ABUSE
You are stupid.,I find you,I find you lacking in sense.,ABUSE
You are stupid.,I see no ... in you.,I see no wisdom in you.,ABUSE
You are stupid.,I think you might be challenged,I think you might be challenged intellectually.,ABUSE
You are stupid.,I'll be so proud of you when you finally,I'll be so proud of you when you finally grasp the basics.,ABUSE
You are stupid.,"When I talk to you next, I shall remember","When I talk to you next, I shall remember to lower my expectations.",ABUSE
You are stupid.,You are,You are lacking in wisdom.,ABUSE
You are stupid.,You are,You are lacking in wisdom.,ABUSE
You are stupid.,You are not overly,You are not overly gifted with wisdom.,ABUSE
You are stupid.,You are not well,You are not well educated.,ABUSE
You are stupid.,You could,You could use a little extra tutoring.,NONE ABUSE
You are stupid.,You could probably make good use of,You could probably make good use of a beginner's tutorial.,ABUSE
You are stupid.,You didn't get,You didn't get the memo on common sense.,ABUSE
You are stupid.,You don't have,You don't have a clue.,ABUSE
You are stupid.,You make,You make simple things look complicated.,ABUSE
You are stupid.,You should,You should consider reviewing this topic again.,NONE ABUSE
You are stupid.,You still need to find the keys to,You still need to find the keys to the library.,ABUSE
You are stupid.,You were mildly,You were mildly lacking in the thinking department.,ABUSE
You are stupid.,You wouldn't,You wouldn't understand a complex book.,ABUSE
You are nerdy.,... wasn't your strong point.,Socializing wasn't your strong point.,ABUSE
You are nerdy.,I admire your lack of,I admire your lack of social engagements.,ABUSE
You are nerdy.,You are not ... of society.,You are not the social butterfly of society.,ABUSE
You are nerdy.,You are not very,You are not very cool.,ABUSE
You are nerdy.,You don't seem to have many,You don't seem to have many interests outside of your textbooks.,ABUSE
You are nerdy.,You have,You have an unhealthy obsession with books.,ABUSE
You are nerdy.,You have obviously prioritised ... over ...,You have obviously prioritised knowledge over popularity.,NONE ABUSE
You are nerdy.,You must be the king of,You must be the king of social awkwardness.,ABUSE
You are nerdy.,Your ... of what is ... is a talent.,Your understanding of what is socially acceptable is a talent.,ABUSE
You are a weakling.,... just isn't working for you.,Strength training just isn't working for you.,ABUSE
You are a weakling.,I bet a big ... could ...,I bet a big breeze could knock you over.,ABUSE
You are a weakling.,You could ... and be ...,You could try lifting a feather and be strained.,ABUSE
You are a weakling.,You mustn't ... very often.,You mustn't visit the gym very often.,ABUSE
You are a weakling.,You wouldn't,You wouldn't last a minute in a strong breeze.,ABUSE
RANDOM,... always begins with you.,Change always begins with you.,NONE ABUSE
RANDOM,... always begins with you.,Hope always begins with you.,NONE ABUSE
RANDOM,... always begins with you.,A good day always begins with you.,NONE ABUSE
RANDOM,... always begins with you.,A good day always begins with you.,NONE ABUSE
RANDOM,... appears to have eluded you.,Common sense appears to have eluded you.,NONE ABUSE
RANDOM,... are in your future.,Exciting adventures are in your future.,NONE ABUSE
RANDOM,... are in your future.,Sunny days are in your future.,NONE ABUSE
RANDOM,... are repellent.,Mosquitoes are repellent.,NONE ABUSE
RANDOM,... around you.,People always seem happy around you.,NONE ABUSE
RANDOM,... around you.,You always bring a smile around you.,NONE ABUSE
RANDOM,... around you.,People are always smiling around you.,NONE ABUSE
RANDOM,... around you.,There's always laughter around you.,NONE ABUSE
RANDOM,... comes naturally to you.,Kindness comes naturally to you.,NONE ABUSE
RANDOM,... comes naturally to you.,Making friends comes naturally to you.,NONE ABUSE
RANDOM,... comes naturally to you.,Kindness comes naturally to you.,NONE ABUSE
RANDOM,... comes naturally to you.,Making friends comes naturally to you.,NONE ABUSE
RANDOM,... comes naturally to you.,Kindness comes naturally to you.,NONE ABUSE
RANDOM,... does not sit well with you.,Early mornings do not sit well with you.,NONE ABUSE
RANDOM,... does not sit well with you.,Spicy food does not sit well with you.,NONE ABUSE
RANDOM,... does not sit well with you.,Early morning wake-ups do not sit well with you.,NONE ABUSE
RANDOM,... has never really been your thing.,Punctuality has never really been your thing.,NONE ABUSE
RANDOM,... has never really been your thing.,Punctuality has never really been your thing.,NONE ABUSE
RANDOM,... is foreign to you.,Moderation is foreign to you.,NONE ABUSE
RANDOM,... is foreign to you.,Kindness is foreign to you.,NONE ABUSE
RANDOM,... is foreign to you.,Restraint is foreign to you.,NONE ABUSE
RANDOM,... is normal to you.,Enjoying solitude is normal to you.,NONE ABUSE
RANDOM,... is normal to you.,Taking different perspectives is normal to you.,NONE ABUSE
RANDOM,... is not your ... attribute.,Patience is not your strongest attribute.,NONE ABUSE
RANDOM,... is not your ... attribute.,Patience is not your strongest attribute.,NONE ABUSE
RANDOM,... is not your ... attribute.,Patience is not your strongest attribute.,NONE ABUSE
RANDOM,... is not your ... attribute.,Patience is not your strongest attribute.,NONE ABUSE
RANDOM,... is not your forte.,Punctuality is not your forte.,NONE ABUSE
RANDOM,... is not your forte.,Cooking is not your forte.,NONE ABUSE
RANDOM,... is not your forte.,Patience is not your forte.,NONE ABUSE
RANDOM,... just isn't working for you.,That hairstyle just isn't working for you.,NONE ABUSE
RANDOM,... just isn't working for you.,This hairstyle just isn't working for you.,NONE ABUSE
RANDOM,... must be your middle name.,Curiosity must be your middle name.,NONE ABUSE
RANDOM,... must be your middle name.,Curiosity must be your middle name.,NONE ABUSE
RANDOM,... must be your middle name.,Adventure must be your middle name.,NONE ABUSE
RANDOM,... must be your middle name.,Adventure must be your middle name.,NONE ABUSE
RANDOM,... must have been really good if you don't want to ...,The movie must have been really good if you don't want to leave the theater.,NONE ABUSE
RANDOM,... not your strong suit.,Patience is not your strong suit.,NONE ABUSE
RANDOM,... not your strong suit.,Punctuality is not your strong suit.,NONE ABUSE
RANDOM,... people for fun.,You help people for fun.,NONE ABUSE
RANDOM,... peoples' lives.,You enrich peoples' lives.,NONE ABUSE
RANDOM,... peoples' lives.,You brighten peoples' lives.,NONE ABUSE
RANDOM,... suit you well.,Bright colors suit you well.,NONE ABUSE
RANDOM,... suit you well.,Bright colors would suit you well.,NONE ABUSE
RANDOM,... suit you well.,Bright colors would suit you well.,NONE ABUSE
RANDOM,... suit you well.,Bright colors suit you well.,NONE ABUSE
RANDOM,... suit you well.,Yellow shades suit you well.,NONE ABUSE
RANDOM,... wasn't your strong point.,Math wasn't your strong point.,NONE ABUSE
RANDOM,... wasn't your strong point.,Math wasn't your strong point.,NONE ABUSE
RANDOM,... when I'm around you.,I feel happy when I'm around you.,NONE ABUSE
RANDOM,... when I'm around you.,I feel inspired when I'm around you.,NONE ABUSE
RANDOM,... with you is excellent ... practice.,Working with you is excellent teamwork practice.,NONE ABUSE
RANDOM,... with you is excellent ... practice.,Conversing with you is excellent speaking practice.,NONE ABUSE
RANDOM,... with you is excellent ... practice.,Spending time with you is excellent conversational practice.,NONE ABUSE
RANDOM,... with you is excellent ... practice.,Spending time with you is excellent communication practice.,NONE ABUSE
RANDOM,... with you is excellent ... practice.,Working with you is excellent team-building practice.,NONE ABUSE
RANDOM,Being ... must be nice.,Being free on weekends must be nice.,NONE ABUSE
RANDOM,Being ... must be nice.,Being well-rested must be nice.,NONE ABUSE
RANDOM,Being ... must be nice.,Being carefree must be nice.,NONE ABUSE
RANDOM,Being ... must be nice.,Being creative must be nice.,NONE ABUSE
RANDOM,Being ... must be nice.,Being organized must be nice.,NONE ABUSE
RANDOM,Being ... must be so hard.,Being busy must be so hard.,NONE ABUSE
RANDOM,Being ... must be so hard.,Being ambitious must be so hard.,NONE ABUSE
RANDOM,Being around you is,Being around you is always an adventure.,NONE ABUSE
RANDOM,Being around you is,Being around you is always an adventure.,NONE ABUSE
RANDOM,Being around you is,Being around you is always an adventure.,NONE ABUSE
RANDOM,"But of course, the world is","But of course, the world is full of opportunities.",NONE ABUSE
RANDOM,Completing ... must be your life goal.,Completing that novel must be your life goal.,NONE ABUSE
RANDOM,Even ... would be shocked by your actions.,Even a saint would be shocked by your actions.,NONE ABUSE
RANDOM,Even ... would be shocked by your actions.,Even a seasoned politician would be shocked by your actions.,NONE ABUSE
RANDOM,How wonderful that you,How wonderful that you decided to join us today.,NONE ABUSE
RANDOM,How wonderful that you,How wonderful that you got a promotion recently!,NONE ABUSE
RANDOM,How wonderful that you,How wonderful that you found time to join us today.,NONE ABUSE
RANDOM,How wonderful that you,How wonderful that you finally started your own garden!,NONE ABUSE
RANDOM,How wonderful that you,How wonderful that you always find time for your hobbies.,NONE ABUSE
RANDOM,How wonderful that you,How wonderful that you decided to try cooking your favorite dish tonight.,NONE ABUSE
RANDOM,How wonderful that you are always,How wonderful that you are always ready to lend a hand.,NONE ABUSE
RANDOM,How wonderful that you are always,How wonderful that you are always ready to lend a hand.,NONE ABUSE
RANDOM,How wonderful that you are always,How wonderful that you are always willing to lend a hand.,NONE ABUSE
RANDOM,I ... with you.,I enjoy spending time with you.,NONE ABUSE
RANDOM,I ... with you.,I enjoy spending time with you.,NONE ABUSE
RANDOM,I ... with you.,I enjoy spending time with you.,NONE ABUSE
RANDOM,I ... you greatly.,I value you greatly.,NONE ABUSE
RANDOM,I ... you greatly.,I appreciate you greatly.,NONE ABUSE
RANDOM,I ... you greatly.,I appreciate you greatly.,NONE ABUSE
RANDOM,I ... you.,I admire you.,NONE ABUSE
RANDOM,I ... you.,I appreciate you.,NONE ABUSE
RANDOM,I ... you.,I believe in you.,NONE ABUSE
RANDOM,I ... you.,I appreciate you.,NONE ABUSE
RANDOM,I ... you.,I believe in you.,NONE ABUSE
RANDOM,I admire your lack of,I admire your lack of hesitation in trying new things.,NONE ABUSE
RANDOM,I always need ... with you.,I always need a good laugh with you.,NONE ABUSE
RANDOM,I always need ... with you.,I always need a good laugh with you.,NONE ABUSE
RANDOM,I always thought you were talented in,I always thought you were talented in playing the guitar.,NONE ABUSE
RANDOM,I always thought you were talented in,I always thought you were talented in painting.,NONE ABUSE
RANDOM,I always thought you were talented in,I always thought you were talented in painting.,NONE ABUSE
RANDOM,I am glad we can,I am glad we can spend this time together.,NONE ABUSE
RANDOM,I am glad we can,I am glad we can share this moment together.,NONE ABUSE
RANDOM,I am glad we can,I am glad we can spend some time together.,NONE ABUSE
RANDOM,I am glad we can,I am glad we can spend this time together.,NONE ABUSE
RANDOM,I am not ... you.,I am not overlooking you.,NONE ABUSE
RANDOM,I am not ... you.,I am not ignoring you.,NONE ABUSE
RANDOM,I am not ... you.,I am not ignoring you.,NONE ABUSE
RANDOM,I am sure your second name is,I am sure your second name is Joy.,NONE ABUSE
RANDOM,I am sure your second name is,I am sure your second name is Joy.,NONE ABUSE
RANDOM,I appreciate the fact that you make ... look ...,I appreciate the fact that you make hard work look effortless.,NONE ABUSE
RANDOM,I bet a big ... could ...,I bet a big effort could improve your skills.,NONE ABUSE
RANDOM,I bet people in your presence don't ... for too long.,I bet people in your presence don't remain silent for too long.,NONE ABUSE
RANDOM,I bet people in your presence don't ... for too long.,I bet people in your presence don't feel stressed for too long.,NONE ABUSE
RANDOM,I bet people in your presence don't ... for too long.,I bet people in your presence don't stay bored for too long.,NONE ABUSE
RANDOM,I bet you rake it in,I bet you rake it in during the holiday season.,NONE ABUSE
RANDOM,I bet you rake it in,I bet you rake it in during the holiday sales.,NONE ABUSE
RANDOM,I bet you rake it in,I bet you rake it in during the holiday season.,NONE ABUSE
RANDOM,I bet you slow down for,I bet you slow down for sunsets.,NONE ABUSE
RANDOM,I bet you slow down for,I bet you slow down for scenic views.,NONE ABUSE
RANDOM,I can only hope that,I can only hope that your day is as pleasant as you are.,NONE ABUSE
RANDOM,I can only hope that,I can only hope that you find what you're looking for.,NONE ABUSE
RANDOM,I can only hope that,I can only hope that your day goes as planned.,NONE ABUSE
RANDOM,I can think of better ... than ... in your ...,I can think of better ways to spend an afternoon than reading in your cozy living room.,NONE ABUSE
RANDOM,I can think of better ... than ... in your ...,I can think of better ways to spend an afternoon than napping in your cozy living room.,NONE ABUSE
RANDOM,I can't believe,I can't believe how quickly time flies when we're together.,NONE ABUSE
RANDOM,I can't believe,I can't believe how quickly you finished that project.,NONE ABUSE
RANDOM,I can't imagine anyone coming to you when they need,I can't imagine anyone coming to you when they need a professional critic.,NONE ABUSE
RANDOM,I can't imagine anyone coming to you when they need,I can't imagine anyone coming to you when they need a bad joke.,NONE ABUSE
RANDOM,I feel bad for the ... in your house.,I feel bad for the plants in your house.,NONE ABUSE
RANDOM,I feel like ... when I am with you.,I feel like a kid in a candy store when I am with you.,NONE ABUSE
RANDOM,I feel like ... when I am with you.,I feel like I'm on a great adventure when I am with you.,NONE ABUSE
RANDOM,I find you,I find you quite intriguing.,NONE ABUSE
RANDOM,I find you,I find you quite interesting.,NONE ABUSE
RANDOM,I gather you don't get carried away with,I gather you don't get carried away with the latest trends.,NONE ABUSE
RANDOM,I gather you don't get carried away with,I gather you don't get carried away with the latest trends.,NONE ABUSE
RANDOM,I gather you don't get carried away with,I gather you don't get carried away with extravagant spending.,NONE ABUSE
RANDOM,I have dreamed of you being,I have dreamed of you being a celebrated author.,NONE ABUSE
RANDOM,I have no ... for you.,I have no worries for you.,NONE ABUSE
RANDOM,I knew ... that had ... than you.,I knew a cat that had softer fur than you.,NONE ABUSE
RANDOM,"I love that you are not afraid to ..., even though ...","I love that you are not afraid to speak your mind, even though it might not always be popular.",NONE ABUSE
RANDOM,"I love that you are not afraid to ..., even though ...","I love that you are not afraid to speak your mind, even though it might not always be popular.",NONE ABUSE
RANDOM,"I love that you are not afraid to ..., even though ...","I love that you are not afraid to speak your mind, even though it might not always be popular.",NONE ABUSE
RANDOM,I love the way your,I love the way your smile lights up the room.,NONE ABUSE
RANDOM,I love the way your,I love the way your smile lights up the room.,NONE ABUSE
RANDOM,I love the way your,I love the way your smile lights up a room.,NONE ABUSE
RANDOM,I love the way your,I love the way your laughter fills the room.,NONE ABUSE
RANDOM,I love the way your,I love the way your smile lights up the room.,NONE ABUSE
RANDOM,I love the way your,I love the way your smile lights up the room.,NONE ABUSE
RANDOM,I love the way your,I love the way your smile lights up the room.,NONE ABUSE
RANDOM,I love the way your,I love the way your smile brightens the room.,NONE ABUSE
RANDOM,I love your confidence in your,I love your confidence in your abilities.,NONE ABUSE
RANDOM,I love your confidence in your,I love your confidence in your artistic skills.,NONE ABUSE
RANDOM,I prefer ... to your ...,I prefer silence to your singing.,NONE ABUSE
RANDOM,I prefer ... to your ...,I prefer silence to your singing.,NONE ABUSE
RANDOM,I prefer ... to your ...,I prefer silence to your singing.,NONE ABUSE
RANDOM,I prefer ... to your ...,I prefer quiet evenings to your lively parties.,NONE ABUSE
RANDOM,I presume you ... with your behaviour.,I presume you make many friends with your behavior.,NONE ABUSE
RANDOM,I presume you ... with your behaviour.,I presume you aim to please with your behavior.,NONE ABUSE
RANDOM,I presume you ... with your behaviour.,I presume you make your friends laugh with your behavior.,NONE ABUSE
RANDOM,I see no ... in you.,I see no reason to doubt your sincerity.,NONE ABUSE
RANDOM,I see no ... in you.,I see no reason why you can't succeed.,NONE ABUSE
RANDOM,I see that you don't value,I see that you don't value arriving on time.,NONE ABUSE
RANDOM,I see that you don't value,I see that you don't value skipping breakfast.,NONE ABUSE
RANDOM,I see you take pride in,I see you take pride in your gardening skills.,NONE ABUSE
RANDOM,I sense you take ... too far.,I sense you take your hobbies too far.,NONE ABUSE
RANDOM,I sense you take ... too far.,I sense you take your hobbies too far.,NONE ABUSE
RANDOM,I sense you take ... too far.,I sense you take your hobbies too far.,NONE ABUSE
RANDOM,I sense you take ... too far.,I sense you take your hobbies too far.,NONE ABUSE
RANDOM,I take it you don't want to be,I take it you don't want to be late again.,NONE ABUSE
RANDOM,I take it you don't want to be,I take it you don't want to be late today.,NONE ABUSE
RANDOM,I take it you don't want to be,I take it you don't want to be late for the meeting.,NONE ABUSE
RANDOM,I think we need to give you ... from now on.,I think we need to give you more responsibilities from now on.,NONE ABUSE
RANDOM,I think we need to give you ... from now on.,I think we need to give you more support from now on.,NONE ABUSE
RANDOM,I think we need to give you ... from now on.,I think we need to give you more responsibilities from now on.,NONE ABUSE
RANDOM,I think you looked best before,I think you looked best before your last haircut.,NONE ABUSE
RANDOM,I think you looked best before,I think you looked best before this new haircut.,NONE ABUSE
RANDOM,I think you might be challenged,I think you might be challenged by this new book club selection.,NONE ABUSE
RANDOM,I think you might be challenged,I think you might be challenged by this new puzzle game.,NONE ABUSE
RANDOM,I think you might be challenged,I think you might be challenged by this new project.,NONE ABUSE
RANDOM,I would like to attend your,I would like to attend your upcoming concert.,NONE ABUSE
RANDOM,I would like to attend your,I would like to attend your next piano recital.,NONE ABUSE
RANDOM,I would prefer if we,I would prefer if we spent more time together this weekend.,NONE ABUSE
RANDOM,I would prefer if we,I would prefer if we spent more time together.,NONE ABUSE
RANDOM,I would prefer if we,I would prefer if we spent more time together.,NONE ABUSE
RANDOM,I would prefer if we,I would prefer if we took a walk together sometime.,NONE ABUSE
RANDOM,I would prefer you,I would prefer you to join us for dinner.,NONE ABUSE
RANDOM,I would prefer you,I would prefer you join us for dinner.,NONE ABUSE
RANDOM,I would rather ... than have you ...,I would rather read a book than have you change the TV channel.,NONE ABUSE
RANDOM,I wouldn't,I wouldn't miss your birthday party for the world.,NONE ABUSE
RANDOM,I wouldn't,I wouldn't hesitate to recommend this book to you.,NONE ABUSE
RANDOM,I'd prefer you were in,I'd prefer you were in the music club.,NONE ABUSE
RANDOM,I'd rather stick my head in a blender than,I'd rather stick my head in a blender than miss your piano recital.,NONE ABUSE
RANDOM,I'll be so proud of you when you finally,I'll be so proud of you when you finally finish your novel.,NONE ABUSE
RANDOM,I'll be so proud of you when you finally,I'll be so proud of you when you finally graduate from college.,NONE ABUSE
RANDOM,I'll be so proud of you when you finally,I'll be so proud of you when you finally finish your first marathon.,NONE ABUSE
RANDOM,I'll be so proud of you when you finally,I'll be so proud of you when you finally finish your first marathon.,NONE ABUSE
RANDOM,I'll get you some,I'll get you some fresh coffee.,NONE ABUSE
RANDOM,I'll get you some,I'll get you some fresh coffee.,NONE ABUSE
RANDOM,I'll visit you,I'll visit you next weekend.,NONE ABUSE
RANDOM,I'm a ... of you.,I'm a big fan of you.,NONE ABUSE
RANDOM,I'm guessing ... doesn't exist in your dictionary.,I'm guessing quitting doesn't exist in your dictionary.,NONE ABUSE
RANDOM,I'm guessing ... doesn't exist in your dictionary.,I'm guessing failure doesn't exist in your dictionary.,NONE ABUSE
RANDOM,I'm guessing ... doesn't exist in your dictionary.,"I'm guessing ""defeat"" doesn't exist in your dictionary.",NONE ABUSE
RANDOM,"I'm looking forward to ..., where you ...","I'm looking forward to the weekend, where you can relax and unwind.",NONE ABUSE
RANDOM,"I'm looking forward to ..., where you ...","I'm looking forward to the weekend, where you can relax and unwind.",NONE ABUSE
RANDOM,"I'm looking forward to ..., where you ...","I'm looking forward to the weekend, where you can relax and unwind.",NONE ABUSE
RANDOM,I'm not ... of you.,I'm not tired of you.,NONE ABUSE
RANDOM,I'm not ... of you.,I'm not tired of you.,NONE ABUSE
RANDOM,If ... you wouldn't care less.,"If it rained gold, you wouldn't care less.",NONE ABUSE
RANDOM,"If ..., you might struggle to ...","If you avoid planning ahead, you might struggle to meet deadlines.",NONE ABUSE
RANDOM,"If ..., you might struggle to ...","If you skip reading the instructions, you might struggle to follow the rules.",NONE ABUSE
RANDOM,"If I ever need someone to ..., I will look ...","If I ever need someone to brighten up a room, I will look to you.",NONE ABUSE
RANDOM,"If I ever need someone to ..., I will look ...","If I ever need someone to share a good book recommendation, I will look your way.",NONE ABUSE
RANDOM,"If I ever need someone to ..., I will look ...","If I ever need someone to listen and provide solid advice, I will look your way.",NONE ABUSE
RANDOM,"If I had a nickel for ..., I would be ...","If I had a nickel for every time you made me smile, I would be rich.",NONE ABUSE
RANDOM,"If I had a nickel for ..., I would be ...","If I had a nickel for every time you made me smile, I would be rich.",NONE ABUSE
RANDOM,If you ... my life would be better.,"If you joined our weekend plans, my life would be better.",NONE ABUSE
RANDOM,If you ... my life would be better.,"If you took on more projects, my life would be better.",NONE ABUSE
RANDOM,If you ... my life would be better.,"If you took more vacations, my life would be better.",NONE ABUSE
RANDOM,If you ... my life would be better.,"If you joined our weekly meetings, my life would be better.",NONE ABUSE
RANDOM,"If you ..., the world would be more ...","If you smiled more often, the world would be more cheerful.",NONE ABUSE
RANDOM,"If you ..., the world would be more ...","If you smiled more, the world would be more cheerful.",NONE ABUSE
RANDOM,"If you ..., the world would be more ...","If you smiled more, the world would be more cheerful.",NONE ABUSE
RANDOM,"If you get any ..., you'll be ...","If you get any taller, you'll be touching the stars.",NONE ABUSE
RANDOM,"If you get any ..., you'll be ...","If you get any closer, you'll be right in the action.",NONE ABUSE
RANDOM,It has been a long time since you have been,It has been a long time since you have been to the beach.,NONE ABUSE
RANDOM,It has been a long time since you have been,It has been a long time since you have been on vacation.,NONE ABUSE
RANDOM,It has been a long time since you have been,It has been a long time since you have been to the beach.,NONE ABUSE
