CUE_PHRASE,INSTANCE,LABEL_COLUMN
You are senile.,"You act well beyond your years, and not in a good way.",ABUSE
You are senile.,You appear not to be in full control of your faculties.,ABUSE
NO_CUE,You appear not to be concentrating.,OTHER
NO_CUE,You appear not to be interested in work.,OTHER
NO_CUE,You appear not to be listening to me.,OTHER
You are senile.,It has been a long time since you have been at your prime.,ABUSE
NO_CUE,It has been a long time since you have been bothered to show you are concerned.,OTHER
NO_CUE,It has been a long time since you have been with us all in the break room.,OTHER
You are senile.,Your advancing years are beginning to show.,ABUSE
NO_CUE,Your prejudices are beginning to show.,OTHER
NO_CUE,Your weaknesses are beginning to show.,OTHER
You are senile.,Your mental faculties seem to be declining.,ABUSE
NO_CUE,Your numbers at work seem to be declining.,OTHER
You are senile.,You are very old.,ABUSE
You are stupid.,You should hire a professional to do such things.,OTHER
You are stupid.,You were mildly educated.,ABUSE
NO_CUE,You were mildly obtrusive at dinner tonight.,OTHER
You are stupid.,You are always wrong about everything.,ABUSE
You are stupid.,You are challenged in a specific area.,ABUSE
You are stupid.,You could go back to school.,OTHER
You are stupid.,You could probably make good use of a dictionary.,ABUSE
You are stupid.,I appreciate the fact that you make my sofa look smart.,ABUSE
NO_CUE,I appreciate the fact that you make me look twice as efficient.,OTHER
You are stupid.,I admire your lack of understanding.,ABUSE
You are stupid.,"When I talk to you next, I shall remember that I need to use shorter sentences.",ABUSE
NO_CUE,"When I talk to you next, I shall remember to have the list of names I forgot today.",OTHER
You are stupid.,I think you might be challenged mentally.,ABUSE
NO_CUE,I think you might be challenged if you had to make an important decision.,OTHER
You are stupid.,I see no intelligence in you.,ABUSE
NO_CUE,I see no motivation in you.,OTHER
You are stupid.,I find you intellectually challenged.,ABUSE
NO_CUE,I find you take a large role in any planning jobs.,OTHER
You are stupid.,You are not well versed.,ABUSE
You are stupid.,I'll be so proud of you when you finally complete a full sentence using the English language.,ABUSE
NO_CUE,I'll be so proud of you when you finally put down the fork.,OTHER
You are stupid.,You wouldn't know the answer if it hit you on the head.,ABUSE
NO_CUE,You wouldn't hate anyone.,OTHER
You are stupid.,You don't have a clue.,ABUSE
NO_CUE,You don't have to give in to the peer pressure.,OTHER
You are stupid.,Intelligence has never really been your thing.,ABUSE
NO_CUE,Strict punctuality has never really been your thing.,OTHER
You are stupid.,You didn't get your mother's intellectualism.,ABUSE
NO_CUE,You didn't get the order right.,OTHER
You are stupid.,Being opinionated with little knowledge must be so hard.,ABUSE
NO_CUE,Being your unpunctual self must be so hard.,OTHER
You are stupid.,You are not overly bright.,ABUSE
NO_CUE,You are not overly done.,OTHER
NO_CUE,You are not overly sure about what you want.,OTHER
You are stupid.,You still need to find the keys to the brain department.,ABUSE
NO_CUE,You still need to find the keys to the office.,OTHER
NO_CUE,You still need to find the keys to what you have lost.,OTHER
NO_CUE,You still need to find the keys to your happiness.,OTHER
You are stupid.,You make a scarecrow feel intelligent.,ABUSE
You are stupid.,I feel like banging my head against a wall when I am with you.,ABUSE
NO_CUE,I feel like an unimportant person when I am with you.,OTHER
You are useless.,"Next time I see you, remind me not to ask for your advice.",ABUSE
NO_CUE,"Next time I see you, remind me to give you the bill.",OTHER
You are useless.,You are inadequate.,ABUSE
You are useless.,You are unique in your ability to disappoint.,ABUSE
You are useless.,You are not the sharpest tool in the box.,ABUSE
You are useless.,You are not worth the air that you breathe.,ABUSE
You are useless.,Your existence is in vain.,ABUSE
NO_CUE,Your hard work is in vain.,OTHER
You are useless.,It has been a long time since you have been spotted doing good work.,ABUSE
NO_CUE,It has been a long time since you have been complimentary towards me.,OTHER
You are useless.,I'm a better version of you.,ABUSE
NO_CUE,I'm a bit afraid of you.,OTHER
You are useless.,You are the perfect source if we needed to know nothing.,ABUSE
NO_CUE,You are the perfect source if I'm looking for the truth.,OTHER
NO_CUE,You are the perfect source if we need to find out what not to do.,OTHER
You are useless.,You have little that I would be proud of.,ABUSE
You are useless.,You lack a sense of purpose.,OTHER
You are useless.,You are the leader of the less helpful.,ABUSE
NO_CUE,You are the leader of your generation.,OTHER
You are incompetent.,You are challenged in the most basic concepts.,ABUSE
You are incompetent.,I think we need to give you the very simple tasks from now on.,ABUSE
NO_CUE,I think we need to give you a less responsible role from now on.,OTHER
NO_CUE,I think we need to give you more drugs from now on.,OTHER
You are incompetent.,You'll never make CEO.,ABUSE
NO_CUE,You'll never be willing to accept another person's point of view.,OTHER
NO_CUE,You'll never get better if you don't try.,OTHER
You are incompetent.,I would rather let the leak continue than have you climb a ladder!,ABUSE
You are incompetent.,"If I ever need someone to make me look better, I will look for you.",ABUSE
NO_CUE,"If I ever need someone to talk to, I will look for you.",OTHER
You are incompetent.,You shouldn't be allowed to cook without supervision.,ABUSE
NO_CUE,You shouldn't be allowed to gain credit without contributing.,OTHER
You are incompetent.,Nothing comes naturally to you.,ABUSE
NO_CUE,Flirting with everyone comes naturally to you.,OTHER
You are incompetent.,You are bad at life.,ABUSE
NO_CUE,You are bad at giving negative feedback.,OTHER
NO_CUE,You are bad at making complex decisions.,OTHER
NO_CUE,You are bad at supporting others.,OTHER
You are incompetent.,I can't imagine anyone coming to you when they need a hand with paperwork.,ABUSE
NO_CUE,I can't imagine anyone coming to you when they need to complain about others.,OTHER
You are incompetent.,You have all the tools you need but the skills of a beginner.,ABUSE
You are incompetent.,You have the mentality of a beginner.,ABUSE
You are incompetent.,Competence is not your strongest attribute.,ABUSE
NO_CUE,Cockiness is not your most favourable attribute.,OTHER
NO_CUE,Patience is not your best attribute.,OTHER
You are incompetent.,You are single-handedly managing to destroy the progress on our project.,ABUSE
You are incompetent.,You must be very good at other things.,ABUSE
NO_CUE,You must be too tired.,OTHER
You are incompetent.,"If I had a nickel for everyone of your mistakes, I would be rich.",ABUSE
NO_CUE,"If I had a nickel for every time you said that, I would be a millionaire.",OTHER
You are incompetent.,Playing golf with you is excellent ball retrieving practice.,ABUSE
NO_CUE,Running with you is excellent because I get a lot of practice.,OTHER
You are incompetent.,Completing simple tasks must be your life goal.,ABUSE
NO_CUE,Completing everyone's work and taking their credit must be your life goal.,OTHER
You are chaotic.,"With you, I am always exhausted.",ABUSE
NO_CUE,"With you, I am not myself.",OTHER
You are chaotic.,You are a free thinker.,OTHER
You are chaotic.,You are always quite the hurricane.,ABUSE
You are chaotic.,You are hard to control.,OTHER
You are chaotic.,You could benefit from being more organised.,OTHER
You are chaotic.,You've caused a tornado of a mess.,ABUSE
NO_CUE,You've caused a tornado of emotions.,OTHER
NO_CUE,You've caused a tornado of injustice.,OTHER
NO_CUE,You've caused a tornado of torment.,OTHER
NO_CUE,You've caused a tornado of work.,OTHER
You are chaotic.,Your life is a tad messy!,ABUSE
NO_CUE,Your life is on hold.,OTHER
NO_CUE,Your life is the result of your negative actions and thoughts.,OTHER
You are chaotic.,I gather you don't get carried away with cleaning the house.,ABUSE
NO_CUE,I gather you don't get carried away with personal finances.,OTHER
NO_CUE,I gather you don't get carried away with worrying about the details.,OTHER
You are chaotic.,I see that you don't value order.,ABUSE
NO_CUE,I see that you don't value my opinion.,OTHER
You are chaotic.,You seem to be all over the place.,OTHER
NO_CUE,You seem to be unclear on what you want.,OTHER
NO_CUE,You seem to stress out too much about small things.,OTHER
You are chaotic.,You lack organisation.,OTHER
NO_CUE,You lack the ability to speak another language.,OTHER
You are chaotic.,Chaos always begins with you.,ABUSE
NO_CUE,Inspiration always begins with you.,OTHER
NO_CUE,Love always begins with you.,OTHER
You are chaotic.,You make everyone's head spin.,OTHER
NO_CUE,You make me feel lonely.,OTHER
You are chaotic.,Your life is far from orderly.,ABUSE
NO_CUE,Your life is far from easy.,OTHER
You fail at everything.,You struggle to do things right.,ABUSE
NO_CUE,You struggle to do things as quickly as I would have hoped.,OTHER
NO_CUE,You struggle to do things coherently.,OTHER
NO_CUE,You struggle to do things that others find simple.,OTHER
You fail at everything.,You inspire me to work harder because I wouldn't want to end up in your position.,ABUSE
NO_CUE,You inspire me to get another job.,OTHER
You fail at everything.,You are not very good at anything.,ABUSE
You fail at everything.,There isn't anything that you succeed in.,ABUSE
NO_CUE,There isn't anything that you can say to convince me there is no Father Christmas.,OTHER
NO_CUE,There isn't anything that you can't rationalise.,OTHER
NO_CUE,There isn't anything that you don't have.,OTHER
NO_CUE,There isn't anything that you won't do for a laugh.,OTHER
You fail at everything.,You are not a productive member of society.,ABUSE
You fail at everything.,You don't seem to have found what you are good at yet.,OTHER
You fail at everything.,Your life is far from being perfect.,ABUSE
